epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,10683.4,0.84773,0.52161,1.12764,0.95974,0.97833,0.98924,0.80189,0.55063,0.29056,0.90149,0.005842,0.005842,0.005842
44,10924.5,0.84625,0.51865,1.12602,0.96919,0.9695,0.98918,0.79801,0.56079,0.2911,0.90434,0.005743,0.005743,0.005743
45,11168.4,0.83959,0.50918,1.12101,0.96029,0.97777,0.98865,0.80006,0.54347,0.28698,0.89866,0.005644,0.005644,0.005644
46,11411.3,0.83701,0.51258,1.12505,0.96725,0.97384,0.98898,0.79852,0.55196,0.28347,0.89972,0.005545,0.005545,0.005545
47,11658,0.83797,0.51164,1.1248,0.97108,0.96951,0.98914,0.80553,0.5343,0.28111,0.89315,0.005446,0.005446,0.005446
48,11900.5,0.83442,0.50843,1.11829,0.97345,0.96667,0.98934,0.80636,0.53395,0.28136,0.89051,0.005347,0.005347,0.005347
49,12146.5,0.83559,0.50882,1.1213,0.97278,0.96809,0.98912,0.80121,0.55473,0.28269,0.89761,0.005248,0.005248,0.005248
50,12391.7,0.83288,0.50646,1.12048,0.97016,0.96967,0.98906,0.80348,0.54143,0.2827,0.89442,0.005149,0.005149,0.005149
51,12638,0.82826,0.50172,1.11509,0.97078,0.96865,0.98866,0.80403,0.54901,0.28252,0.89654,0.00505,0.00505,0.00505
52,12879.9,0.82539,0.50203,1.11399,0.96723,0.97408,0.98838,0.80347,0.5505,0.28237,0.89412,0.004951,0.004951,0.004951
53,13121,0.81884,0.50071,1.11293,0.967,0.97327,0.98841,0.80767,0.53715,0.27879,0.88773,0.004852,0.004852,0.004852
54,13363.8,0.82181,0.49883,1.10887,0.96787,0.972,0.98921,0.8093,0.52979,0.27683,0.88377,0.004753,0.004753,0.004753
55,13606.9,0.81744,0.49286,1.10826,0.9704,0.9698,0.98927,0.81219,0.524,0.27511,0.88225,0.004654,0.004654,0.004654
56,13860.3,0.81735,0.49465,1.10565,0.96753,0.97327,0.98956,0.81078,0.52677,0.27422,0.88296,0.004555,0.004555,0.004555
57,14106.2,0.81154,0.49273,1.10997,0.96616,0.97405,0.98957,0.81015,0.52414,0.27484,0.88326,0.004456,0.004456,0.004456
58,14363.3,0.81476,0.48979,1.10956,0.96783,0.9731,0.98951,0.81131,0.5221,0.27436,0.88288,0.004357,0.004357,0.004357
59,14603.7,0.813,0.48952,1.10389,0.96776,0.97343,0.98975,0.81082,0.5264,0.27482,0.88439,0.004258,0.004258,0.004258
60,14847.4,0.80559,0.48174,1.09924,0.9693,0.97227,0.98956,0.81029,0.52849,0.27533,0.88511,0.004159,0.004159,0.004159
61,15094,0.80661,0.48245,1.10262,0.96925,0.97255,0.98975,0.80979,0.53046,0.27538,0.88624,0.00406,0.00406,0.00406
62,15337.9,0.80194,0.47799,1.10276,0.96865,0.97268,0.98986,0.80936,0.5291,0.27312,0.88516,0.003961,0.003961,0.003961
63,15582.1,0.80146,0.48215,1.09779,0.9684,0.97259,0.98997,0.8096,0.52891,0.27155,0.8845,0.003862,0.003862,0.003862
64,15825.3,0.79603,0.48135,1.09919,0.96835,0.97319,0.98998,0.81004,0.52854,0.27015,0.88372,0.003763,0.003763,0.003763
65,16068.9,0.80119,0.4765,1.09878,0.96995,0.97192,0.99002,0.81204,0.52419,0.26855,0.88229,0.003664,0.003664,0.003664
66,16308.2,0.79349,0.47709,1.0963,0.96944,0.9717,0.99015,0.81203,0.52352,0.26809,0.88131,0.003565,0.003565,0.003565
67,16555.3,0.79105,0.47537,1.09194,0.96863,0.97218,0.98994,0.81259,0.52104,0.26783,0.88011,0.003466,0.003466,0.003466
68,16800.6,0.79059,0.47298,1.093,0.96773,0.97299,0.98991,0.81231,0.5208,0.26776,0.87989,0.003367,0.003367,0.003367
69,17050.7,0.78507,0.46371,1.08699,0.96748,0.97352,0.98987,0.81258,0.51913,0.26738,0.87896,0.003268,0.003268,0.003268
70,17300.2,0.78573,0.47182,1.09398,0.9682,0.97287,0.98985,0.81408,0.51576,0.26665,0.8778,0.003169,0.003169,0.003169
71,17545.1,0.77988,0.46543,1.08858,0.96857,0.97249,0.9899,0.81479,0.51521,0.26612,0.87753,0.00307,0.00307,0.00307
72,17791.9,0.77932,0.46242,1.08675,0.96734,0.97361,0.98973,0.81467,0.51457,0.26585,0.87735,0.002971,0.002971,0.002971
73,18038.1,0.77979,0.4627,1.08482,0.9685,0.97189,0.98971,0.81491,0.51398,0.26532,0.87723,0.002872,0.002872,0.002872
74,18282.5,0.77302,0.45982,1.08421,0.96911,0.97152,0.98975,0.81441,0.51563,0.26592,0.87756,0.002773,0.002773,0.002773
75,18528.8,0.76872,0.45844,1.08611,0.97003,0.97109,0.98986,0.81485,0.51552,0.26556,0.87767,0.002674,0.002674,0.002674
76,18775.3,0.7728,0.45658,1.08373,0.97003,0.97098,0.9899,0.8152,0.5148,0.26523,0.87763,0.002575,0.002575,0.002575
77,19023.5,0.76923,0.45208,1.08148,0.97,0.97113,0.98991,0.81611,0.51365,0.26454,0.87739,0.002476,0.002476,0.002476
78,19270.6,0.76499,0.45105,1.07978,0.97008,0.97124,0.98992,0.81615,0.51255,0.26398,0.87704,0.002377,0.002377,0.002377
79,19513.5,0.76609,0.45576,1.07882,0.96971,0.97114,0.98973,0.81663,0.5119,0.2638,0.87668,0.002278,0.002278,0.002278
80,19756.7,0.76648,0.45011,1.07514,0.96989,0.97115,0.98973,0.8173,0.51031,0.26322,0.87619,0.002179,0.002179,0.002179
81,20002.3,0.7543,0.44684,1.07609,0.97046,0.97062,0.98971,0.81742,0.51044,0.26313,0.87632,0.00208,0.00208,0.00208
82,20250.6,0.7557,0.44569,1.07429,0.97069,0.97093,0.98987,0.81745,0.51025,0.26283,0.87624,0.001981,0.001981,0.001981
83,20494.1,0.75892,0.44494,1.0758,0.97029,0.97109,0.98987,0.81772,0.51038,0.26253,0.87624,0.001882,0.001882,0.001882
84,20739.8,0.75312,0.443,1.07268,0.97054,0.97099,0.9899,0.8181,0.51016,0.26235,0.87624,0.001783,0.001783,0.001783
85,20986.1,0.75076,0.43913,1.0696,0.97036,0.97149,0.9901,0.81825,0.50974,0.26226,0.87621,0.001684,0.001684,0.001684
86,21225.7,0.74816,0.44036,1.0682,0.97037,0.97134,0.99001,0.81878,0.50893,0.26195,0.87592,0.001585,0.001585,0.001585
87,21469.8,0.74159,0.43653,1.06843,0.97053,0.97134,0.99015,0.81898,0.50814,0.26163,0.87567,0.001486,0.001486,0.001486
88,21714.8,0.74383,0.43615,1.06889,0.97047,0.97162,0.99032,0.81923,0.50789,0.26137,0.87562,0.001387,0.001387,0.001387
89,21956.9,0.73679,0.43222,1.06503,0.97039,0.97146,0.99032,0.81942,0.50694,0.26106,0.87533,0.001288,0.001288,0.001288
90,22199.7,0.73165,0.4283,1.06042,0.97025,0.97177,0.99036,0.81963,0.50603,0.26072,0.875,0.001189,0.001189,0.001189
91,22439.8,0.5709,0.29685,0.9692,0.97048,0.97136,0.99036,0.81995,0.50503,0.26042,0.87466,0.00109,0.00109,0.00109
92,22677.6,0.55722,0.28878,0.95604,0.97095,0.97068,0.99038,0.8201,0.50378,0.25997,0.87406,0.000991,0.000991,0.000991
93,22914.3,0.55089,0.28434,0.95353,0.97077,0.97082,0.9904,0.82073,0.50256,0.25957,0.87342,0.000892,0.000892,0.000892
94,23156.5,0.5447,0.27872,0.95163,0.97126,0.9702,0.99042,0.82107,0.50108,0.25908,0.87274,0.000793,0.000793,0.000793
95,23396.6,0.54092,0.27484,0.94694,0.97124,0.97035,0.99043,0.82152,0.49963,0.25845,0.87205,0.000694,0.000694,0.000694
96,23635,0.53524,0.27232,0.94397,0.97143,0.97034,0.9905,0.82184,0.49876,0.25797,0.87156,0.000595,0.000595,0.000595
97,23874.7,0.53189,0.26654,0.94241,0.97171,0.97046,0.99059,0.82243,0.49738,0.25748,0.87086,0.000496,0.000496,0.000496
98,24124.7,0.52769,0.26156,0.93888,0.9721,0.97021,0.99065,0.823,0.49625,0.25698,0.87026,0.000397,0.000397,0.000397
99,24365.5,0.52674,0.26053,0.93895,0.97243,0.97026,0.99069,0.82338,0.49488,0.2565,0.86954,0.000298,0.000298,0.000298
100,24607.8,0.52298,0.25673,0.93503,0.97391,0.96929,0.99072,0.82377,0.49361,0.25586,0.86891,0.000199,0.000199,0.000199
